DateTime,AddedIPs,RemovedIPs
1527527792,0,1
1527533533,1,0
1527548982,2,0
1527558512,0,1
1527560455,1,1
1527574825,0,1
1527578653,1,0
1527585386,0,1
1527608426,1,0
1527613148,0,1
1527634331,0,1
1527636251,0,1
1527647788,0,1
1527651607,1,0
1527665072,0,1
1527673691,1,0
1527694092,0,1
1527705855,0,1
1527709717,1,0
1527736578,0,1
1527759621,0,1
1527763492,1,0
1527771161,1,0
1527776896,1,0
1527783623,1,0
1527786089,1,0
1527795857,0,1
1527849884,0,1
1527857543,0,1
1527865266,0,1
1527869075,0,1
1527918673,1,1
1527921131,0,0
1527923312,0,0
1527926021,0,0
1527928512,0,0
1527930854,0,0
1527933070,0,0
1527935212,0,0
1527937868,0,0
1527942639,0,0
1527944964,1,0
1527947204,0,0
1527949062,0,0
1527951388,0,0
1527953715,0,0
1527956403,0,0
1527958692,0,0
1527961192,0,0
1527963555,0,0
1527965962,0,0
1527968417,0,0
1527970735,0,0
1527972876,0,0
1527974852,0,0
1527977283,0,0
1527981993,0,0
1527984234,0,0
1527986637,0,0
1527991397,1,0
1527993818,0,0
1527996218,0,0
1527998608,0,0
1528001074,0,0
1528003376,0,0
1528005404,0,1
1528009265,1,0
1528014989,1,0
1528030339,1,1
1528043768,1,0
1528064911,1,0
1528078385,0,1
1528080253,1,0
1528095699,0,1
1528101439,0,1
1528116779,0,1
1528130181,0,1
1528139801,1,0
1528151322,0,1
1528158993,1,0
1528166665,0,1
1528226887,0,1
1528244421,0,1
1528271768,1,0
1528311703,0,0
1528320491,0,0
1528324414,0,0
1528326774,0,0
1528331799,0,0
1528339229,1,0
1528359619,0,1
1528392264,1,0
1528403796,1,0
1528427070,0,1
1528448916,1,0
1528451066,1,0
1528462568,1,0
1528478886,0,1
1528494499,0,1
1528498500,1,0
1528523539,1,0
1528535067,0,1
1528537001,0,1
1528550420,0,1
1528586019,0,1
1528593652,1,0
1528607070,1,0
1528610930,0,1
1528647641,1,0
1528680162,0,1
1528692033,0,1
1528730612,0,1
1528757125,1,0
1528812738,1,0
1528844179,0,1
1528855723,1,0
1528900098,1,1
1528931666,1,0
1528941137,0,1
1528968534,1,0
1528985792,0,1
1528999458,1,0
1529013141,1,0
1529018667,0,1
1529053294,0,1
1529060916,1,0
1529065889,1,0
1529087074,0,1
1529131694,1,0
1529147058,0,1
1529150912,0,1
1529168185,2,0
1529173953,0,1
1529175859,1,0
1529177772,1,0
1529193386,1,0
1529217610,0,1
1529234886,1,0
1529249292,1,0
1529255056,0,2
1529262734,0,1
1529264665,0,1
1529272329,1,0
1529280255,0,1
1529322508,0,1
1529326464,1,0
1529336087,0,1
1529349849,1,0
1529358548,1,1
1529370501,1,0
1529374352,1,0
1529393556,1,0
1529412744,0,1
1529423782,1,0
1529436493,0,1
1529445135,0,1
1529454755,1,0
1529456661,0,1
1529460514,0,1
1529479708,0,1
1529508757,0,1
1529539944,0,1
1529588416,1,0
1529607675,1,0
1529621729,1,0
1529629467,1,0
1529631287,1,0
1529654670,1,0
1529668355,1,0
1529677005,0,1
1529694507,0,1
1529706008,0,1
1529715696,0,1
1529734850,1,0
1529736749,1,0
1529742500,0,1
1529748292,1,0
1529750195,0,1
1529755958,0,1
1529782824,1,0
1529798485,1,0
1529819553,1,0
1529821470,0,2
1529836834,0,1
1529868025,0,1
1529877711,1,0
1529885319,0,1
1529896818,1,0
1529904499,0,1
1529908338,1,0
1529935303,1,0
1529944827,1,0
1529952495,1,0
1529964491,1,1
1529984182,0,1
1529986127,1,0
1529995701,0,1
1530011789,1,0
1530021386,0,1
1530030974,0,1
1530036737,1,0
1530048255,1,0
1530050186,0,1
1530071549,0,1
1530081148,0,1
1530092698,1,0
1530098419,0,1
1530121468,0,1
1530133304,0,1
1530160579,1,0
1530162505,1,0
1530179794,0,1
1530195395,1,0
1530197567,1,0
1530199480,1,0
1530203303,2,0
1530226904,1,0
1530228742,1,0
1530247600,0,2
1530251545,1,0
1530270092,1,0
1530275801,1,0
1530277709,1,0
1530283472,1,1
1530286501,0,1
1530290425,0,2
1530313469,0,1
1530315374,0,1
1530319211,0,1
1530337711,0,1
1530357142,2,1
1530362890,0,1
1530364970,0,1
1530369138,0,1
1530416663,1,0
1530443551,0,1
1530451475,4930,0
1530455293,0,4930
1530460217,1,0
1530480269,0,1
1530491794,1,0
1530493740,1,0
1530503297,0,1
1530546490,0,1
1530550344,1,0
1530577937,0,1
1530579885,0,1
1530585879,1,0
1530589714,1,0
1530615193,1,0
1530637368,0,1
1530663865,1,0
1530672495,0,1
1530685055,0,1
1530694905,1,0
1530701362,1,1
1530707057,1,0
1530713122,1,0
1530737549,1,0
1530750996,0,1
1530752903,1,0
1530760825,1,0
1530781029,0,1
1530786743,0,1
1530792754,1,0
1530794660,0,1
1530800427,0,1
1530818684,1,0
1530825320,0,1
1530838112,0,1
1530845800,0,1
1530874598,1,0
1530878514,0,1
1530906299,1,1
1530952579,1,0
1530954505,1,0
1530960499,0,1
1530993146,0,1
1531000883,1,0
1531016918,1,0
1531024842,1,0
1531040194,0,1
1531042098,0,1
1531053860,1,0
1531086253,0,1
1531105465,0,1
1531111493,0,1
1531113408,1,0
1531140503,0,1
1531200494,0,1
1531202911,1,0
1531255963,1,0
1531267969,1,0
1531289547,0,1
1531343234,0,1
1531353152,0,1
1531376896,1,0
1531383851,1,0
1531385786,1,0
1531412927,1,0
1531464499,0,1
1531470262,0,1
1531472194,0,1
1531497368,0,1
1531510815,1,0
1531516592,3179,1
1531520428,14,0
1531542593,1,0
1531547336,1,0
1531574960,1,0
1531632531,1,0
1531727566,1,0
1531792373,1,0
1531865566,0,3198
1531877073,0,1
1531883321,1,0
1531887162,1,0
1531914029,1,0
