DateTime,AddedIPs,RemovedIPs
1512717392,0,1
1512805314,1,0
1513070184,2,0
1513675969,0,3
1514227963,1,0
1514404124,1,0
1514623955,1,0
1514822206,0,1
1514998600,0,1
1515220529,0,1
1515507174,1,0
1516103817,1,1
1516699241,0,1
1518013007,1,0
1518079475,0,1
1518763363,0,1
1518830249,1,0
1518852289,1,0
1519449086,0,1
1519648467,1,0
1519726126,1,0
1519793057,0,1
1520498925,0,1
1520587069,1,0
1520885079,0,1
1521061722,1,0
1521194178,0,1
1521646822,0,1
1521803064,1,0
1522212012,0,1
1523307088,0,0
1526332109,4,0
1526420443,1,0
1526552669,0,2
1526772611,0,1
1526992866,2,0
1527103225,0,2
1527278912,0,0
1527300898,0,0
1527322893,0,0
1527344841,0,0
1527366746,0,0
1527389394,0,0
1527905303,0,0
1527927454,0,0
1527950169,0,0
1527972878,0,0
1527995066,0,0
1528083373,0,2
1529420667,2,0
1529992349,0,2
1530030976,1,0
1530097000,1,0
1530118888,1,0
1530427692,1,0
1530647441,0,1
1530702267,0,1
1530724121,1,1
1530812423,1,0
1531330811,0,1
1531374993,0,2
1531401883,1,0
1531523797,988,0
1531545882,178732,0
1531744634,1,0
1531877075,0,170905
1531899141,5,15
1531920987,8,8
1531943095,6,21
1531965150,482,20
1531987276,8,13
1532009349,6,40
1532031393,19,348
1532053453,6,19
1532075544,9,13
1532097395,3,512
1532119471,4,38
1532141545,8,118
1532163414,6,5
1532185530,123,4
1532207540,32,101
1532229423,147,6
1532251479,13,10
1532273323,3,408
1532295375,5,12
1532317502,53,8
1532339530,9,1604
1532361372,54,85
1532383544,82,203
1532405558,6,6
1532427632,1322,5
1532449523,8,34
1532471540,1380,18
1532493391,12,7
1532515452,380,8
1532537316,1,9
1532559384,19,3
1532581522,5,371
1532603388,807,222
1532625419,93,4
1532647477,142,15
1532669414,4,9
1532691636,212,30
1532713702,10,2
1532735806,5,3
1532757870,4,5
1532779721,15,5
1532801801,135,48
1532823915,7,24
1532845941,87,9
1532868015,8,6
1532889861,7,2
1532911942,16,27
1532933795,350,276
1532955872,83,2
1532978039,4,109
1533000026,4,4
1533022117,3,6
1533043964,260,2
1533067157,65,920
1533089073,157,430
1533111141,1284,61
1533133079,415,333
1533155066,122,15
1533177136,8,1
1533199006,8,19
1533221102,5,1668
1533243395,3,122
1533265266,6,119
1533287313,6,177
1533309373,332,246
1533331251,57,3
1533353297,5,3
1533375138,16,1
1533397233,6,168
1533419630,26,3
1533441618,10,7
1533463481,66,8
1533485326,5,3
1533507371,26,6
1533529234,6,1
1533551408,1026,383
1533573405,22,2
1533595550,188,0
1533617541,116,3
1533639621,12,59
1533661867,71,241
1533683795,1303,65
1533705869,9,100
1533727710,29,488
1533749626,6,3
1533771646,5,33
1533793694,4,112
1533815534,1168,564
1533837616,26,3
1533859482,4,50
1533881805,2,169
1533903987,0,2
1533925940,2,2
1533948013,1,2
1533969875,2,29
1533991927,125,0
1534013790,154,319
1534035663,1,14
1534057720,4,47
1534079789,20,28
1534101880,24,52
1534123955,71,75
1534145798,135,151
1534168120,21,45
1534190441,3,62
1534212536,29,0
1534234578,4,171
1534256767,4,6
1534278733,1,69
1534300585,360,1317
1534322553,159,37
1534344515,75,2
1534366594,168,4
1534388680,4,1
1534410738,19,147
1534432588,3,1330
1534454673,4,41
1534477113,9,3
1534499067,9,7
1534521178,325,7
1534543234,360,6
1534565422,108,4
1534587395,0,11
1534609461,4,160
1534631309,52,10
1534653391,4,3
1534675461,179,12
1534697308,8,6
1534719214,316,62
1534741477,6,38
1534763584,9,13
1534785608,146,997
1534807452,3,12
1534829320,11,14
1534851609,279,7
1534873470,180,9
1534895579,26,3
1534917670,12,361
1534939712,45,50
1534961643,3,81
1534983628,4,2
1535005471,403,16
1535027551,3,2
1535049615,819,2
1535071718,5,84
1535093795,87,6
