DateTime,Entries,UniqueIPs
1434197235,414,5904640
1434283635,414,5904640
1434283635,414,5904640
1434629234,414,5904640
1434629234,414,5904640
1434802034,416,5906688
1435406833,419,5909760
1437221233,418,5908736
1438258044,419,5909760
1438690037,420,5910784
1439035640,421,5911808
1439122061,421,5911808
1439122061,421,5911808
1439122061,421,5911808
1439208442,421,5911808
1439640436,421,5911808
1440158843,421,5911808
1440590838,421,5911808
1440763639,422,5912832
1441109235,422,5896448
1441714034,421,5888256
1443874040,422,5889280
1448712434,423,5890304
1449749230,424,5891328
1452773231,425,5892352
1453118828,425,5892352
1453205231,425,5892352
1453291628,425,5892352
1453378031,425,5892352
1453464429,425,5892352
1453550832,425,5892352
1453637228,425,5892352
1453723630,425,5892352
1456488429,426,5893376
1457179633,427,5894400
1457784429,428,5895424
1458302829,429,5896448
1459598829,430,5897472
1459944428,431,5898496
1463746032,432,5899520
1464264438,433,5900544
1466251631,434,5901568
1469794300,435,5902592
1470226036,436,5903616
1470312438,437,5904640
1470485235,438,5905664
1472213237,439,5906688
1473250034,441,5908736
1473422845,442,5909760
1473768435,443,5910784
1475064435,444,5911808
1475150841,444,5879040
1475237240,445,5880064
1476187663,446,5881088
1477051635,447,5882112
1478952441,448,5890304
1480766840,449,5891328
1481026037,450,5892352
1482235659,451,5893376
1482322077,451,5876992
1483099657,454,5879552
1485432468,455,5880576
1485950863,456,5881600
1486037287,457,5882624
1486728460,458,5899008
1487678841,457,5882624
1488024435,458,5883648
1488888444,459,5884672
1489234074,460,5885696
1490098077,461,5886720
1490357242,462,5887744
1491912464,463,5888768
1492085240,464,5889792
1494418071,465,5890816
1495714044,466,5891840
1496232443,467,5892864
1496837250,468,5893888
1497701247,469,5894912
1499170042,470,5895936
1500725243,471,5896960
1502539647,472,5897984
1504008457,473,5899008
1505390850,474,5900032
1505822850,475,5901056
1506427645,476,5899008
1506600450,477,5900032
1506686849,478,5901056
1507291654,480,5903104
1507896450,481,5904128
1511352451,482,5905152
1512043673,481,5901056
1512216522,483,5903104
1512648465,484,5904128
1516709258,485,5905152
1516968461,485,5903104
1517573257,486,5904128
1519387664,488,5906176
1521115676,489,5907200
1524830855,490,5908224
1526558857,491,5909248
1526645266,492,5910272
1527336453,492,5910272
1527422848,492,5910272
1527941254,492,5910272
1528027653,492,5910272
1528286856,492,5910272
1528286856,492,5910272
1528286856,492,5910272
1528286856,492,5910272
1528286856,492,5910272
1529410055,493,5911296
1529496458,494,5912320
1531224453,493,5911296
1532606864,495,5913344
1532693254,496,5914368
1533125254,497,5915392
